game,timestamp,type,anonymized,predicted_res_0
CpufV6VhnhQ,148,,"He must've seen it late, [PLAYER].","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball to safety. The ball goes out of play and [TEAM] have been awarded a corner kick."
CpufV6VhnhQ,150,,Did it get a [PLAYER]flection on the way through?,[PLAYER] ([TEAM]) tries to send a pass but it's blocked. The ball goes out of play. [TEAM] will have a chance to score from a corner kick.
CpufV6VhnhQ,152,,I think it did.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes out of play and [TEAM] will have a goal kick."
CpufV6VhnhQ,154,,"Played back to [PLAYER], the man who can strike from distance.",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
CpufV6VhnhQ,162,,A useful crossing.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
CpufV6VhnhQ,163,,"It could fall here for In[PLAYER], and it's excellent [PLAYER]fending by [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
CpufV6VhnhQ,171,,"Oh, there was contact there.",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear sight of it.
CpufV6VhnhQ,184,,Plenty of In[PLAYER] players in the box here.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
CpufV6VhnhQ,186,,[PLAYER] Bal[PLAYER].,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.
CpufV6VhnhQ,191,corner,"Well, it's just a corner.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball to safety. [TEAM] will have a chance to score from a corner kick."
CpufV6VhnhQ,193,soccer-ball,I think the goalkeeper reacts well and crucially so here.,[PLAYER] ([TEAM]) fails to find any of his teammates as his pass is blocked. The ball goes out of play and [TEAM] will have a goal kick.
CpufV6VhnhQ,197,,What a [PLAYER]livery that is.,The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision.
CpufV6VhnhQ,200,,"I don't think he gets a touch, does he?",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
CpufV6VhnhQ,202,,Keeper does.,The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision.
CpufV6VhnhQ,208,,It's a point a piece.,The [TEAM] players keep the ball and are exchanging a combination of passes. They are waiting for gaps in the defence to open up.
CpufV6VhnhQ,211,,Could turn out to be a good point for both.,"[PLAYER] ([TEAM]) attempts to find [PLAYER], but puts far too much on the pass and the chance is gone. The ball goes out of play and [TEAM] will have a goal kick."
CpufV6VhnhQ,214,,"For In[PLAYER]'s hopes, Gary, of getting Champions League football next season un[PLAYER]r this man, [COACH], and for [TEAM] to extend their stay in Serie A, where they've been since 1995.",The linesman signals that [PLAYER] ([TEAM]) is offside and the referee agrees.
DE0nhsUpJ_8,0,,"A battle between two fallen giants here In Genoa this afternoon as struggling sides, [TEAM] and [TEAM], go head to head in a match of vital importance.","The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
DE0nhsUpJ_8,13,,Easily intercepted by [PLAYER] now it's [TEAM] coming forward with the defender.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is shown by [REFEREE].
DE0nhsUpJ_8,19,,Here's [PLAYER] taking on [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,24,,"[PLAYER], lovely ball in.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,26,soccer-ball,"It's been turned into the back of the net by [PLAYER], own goal for [TEAM].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] will have a chance to score from a corner."
DE0nhsUpJ_8,37,,Scoops it in.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,39,,Handball possibly?,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
DE0nhsUpJ_8,43,,"[PLAYER] with a clumsy handball, but definite handball.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,50,,It's difficult to see how the ref can't give this as a penalty.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear sight on this situation.
DE0nhsUpJ_8,53,penalty,"In fact, he has, so penalty kick.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play and [TEAM] will have a goal kick.
DE0nhsUpJ_8,57,,"Up against [PLAYER], here he goes, [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,60,,[PLAYER] couldn't keep it out.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,62,,It is two-nil.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
DE0nhsUpJ_8,64,,"[TEAM], struck with power.","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defence. The ball is out of play. [TEAM] will have a chance to score from a corner."
DE0nhsUpJ_8,73,,It's going to be another [TEAM] throw.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear sight at the situation.
DE0nhsUpJ_8,77,,"[PLAYER] is down on the ground, having taken a knock from [PLAYER] inside the box.","The game is interrupted now, [REFEREE] blows his whistle for a foul. [PLAYER] ([TEAM]) has been penalised for an infringement."
DE0nhsUpJ_8,84,,"Whether this was a foul, he's gone over to look at the VAR.","The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
DE0nhsUpJ_8,90,,It's another penalty for [TEAM].,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear sight of it.
DE0nhsUpJ_8,93,y-card,A yellow card for [PLAYER].,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
DE0nhsUpJ_8,96,,"So [PLAYER], and he's slotted it home.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opponent blocks him."
DE0nhsUpJ_8,99,,"Three-nil, [TEAM].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,105,,[PLAYER] inside. [PLAYER] forward.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,109,,"[PLAYER] again, that's a lovely ball.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,112,,[PLAYER] with the follow-up.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play. [TEAM] are awarded a corner kick.
DE0nhsUpJ_8,114,,He's put it over the top.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
DE0nhsUpJ_8,118,,It was the challenge from [PLAYER] who's also been sent off.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear sight of it.
DE0nhsUpJ_8,124,,Another double booking.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
DE0nhsUpJ_8,127,,[PLAYER] plays it to the far post.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,129,,"That's a wonderful save, off the line by [PLAYER].","[PLAYER] ([TEAM]) whips the ball in, but it fails to reach any of his teammates as the opposition's defence averts the threat."
DE0nhsUpJ_8,137,,[PLAYER] is making the run inside.,"[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defender."
DE0nhsUpJ_8,139,,"There he is, [PLAYER], cuts in.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,143,,Good defending. [PLAYER] again.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,144,,"No, it's [PLAYER] on the follow-up, it was off target.","[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defence. The ball is out of play. [TEAM] will have a chance to score from a corner."
DE0nhsUpJ_8,156,,"[PLAYER], he's got room.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,157,,He's got [PLAYER] free. Here he is.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,159,,"[PLAYER] lines it up, it's a tap-in for [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,163,soccer-ball,"[PLAYER] couldn't hold it, that's an easy goal for [TEAM] who go four-nil up.","[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defence. The ball goes out of play. [TEAM] are awarded a corner kick."
DE0nhsUpJ_8,173,,[PLAYER] exchanging passes.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,177,,It's good defending from [PLAYER].,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
DE0nhsUpJ_8,179,,[PLAYER] lines it up.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,180,,"Oh, he's struck the upright.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,182,,Great shot. Not over yet.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,184,,"Here's [PLAYER], and this time, he can't tap it in.","The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets in the way of the cross."
DE0nhsUpJ_8,192,,[PLAYER]. [PLAYER] goes alone.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DE0nhsUpJ_8,195,corner,"What a goal from [PLAYER], into the top corner, it's his second of the afternoon as well.","[PLAYER] ([TEAM]) sends a pass into the box, but his attempt is thwarted and cleared. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag."
DE0nhsUpJ_8,202,,[TEAM] five-nil.,[PLAYER] ([TEAM]) receives a sweet pass inside the box from [PLAYER] and unleashes a first-time shot towards the middle of the goal. [PLAYER] was alert to his effort and makes a brilliant save to stop the ball from hitting the middle of the target.
DE0nhsUpJ_8,211,soccer-ball,"Oh, the header has found the back of the net.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.
DE0nhsUpJ_8,215,soccer-ball,"[PLAYER], scores a consolation goal for [TEAM].","[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defence. The ball is out of play. [TEAM] will have a chance to score from a corner."
DE0nhsUpJ_8,224,,"At the Luigi [PLAYER]s Stadium, [TEAM] one, [TEAM] five.","[PLAYER] ([TEAM]) whips a promising cross into the box, but it's cleared. The ball goes for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
DE0nhsUpJ_8,229,,Heavy defeat for the home side.,"[PLAYER] ([TEAM]) whips the ball in, but it fails to reach any of his teammates as the opposition's defence averts the threat."
DFInF9IuKmo,0,,It's a warm welcome from Joe Speight and Garry Birtles for a meeting of two of the top-six in Serie A as the great names of Rome and [TEAM] convene at the [STADIUM] in Rome.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
DFInF9IuKmo,12,,Two teams who began this campaign with ambitions of a title challenge.,The referee stops play so that a substitution can be made and [PLAYER] leaves the pitch and [PLAYER] ([TEAM]) comes on.
DFInF9IuKmo,17,,It's not panned out that way for either.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
DFInF9IuKmo,19,,We're all set to go.,The players are back out on the pitch following the half-time break and the second half starts with the first half's 0-0 scoreline.
DFInF9IuKmo,21,,We're underway at the Olimpico.,The game is over for [PLAYER]. [PLAYER] ([TEAM]) comes on to replace him.
DFInF9IuKmo,27,,"He's a player eager to impress, [PLAYER], after a well-below-par campaign, by his usual standards.","A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
DFInF9IuKmo,33,,"Here's [PLAYER] well forward, a chance early on.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DFInF9IuKmo,36,,[PLAYER] scored has scored inside the opening two minutes.,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
DFInF9IuKmo,40,,What about that for [TEAM].,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
DFInF9IuKmo,43,soccer-ball,Bang in form and in the goals straightaway today.,"[PLAYER] ([TEAM]) receives a brilliant pass inside the box, but his effort on goal is blocked by the defender."
DFInF9IuKmo,47,soccer-ball,19th goal of the season.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to tap in the rebound and make it 1:0.
DFInF9IuKmo,50,,"He's just flying, isn't he?","[PLAYER] ([TEAM]) receives a precise pass inside the box and takes a shot to the right of the target, but [PLAYER] makes a superb save to keep the ball out of the net."
DFInF9IuKmo,51,,What a first touch this was.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is off of the pitch and it's a goal kick for [TEAM]."
DFInF9IuKmo,62,,Goes outside for one last chance here.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
DFInF9IuKmo,64,,[PLAYER] with a good turn.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DFInF9IuKmo,66,,[PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DFInF9IuKmo,68,,[PLAYER] has peeled away and won the header. [PLAYER] goes in there.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DFInF9IuKmo,72,whistle,"He went down, and the referee has given [TEAM] a penalty on the brink of halftime.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DFInF9IuKmo,80,,They're just trying to put pressure on the penalty taker as well by delaying it as long as they can.,"[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defence. The ball goes out of play. [TEAM] are awarded a corner kick."
DFInF9IuKmo,85,,"It's been a torrid first half this, for [TEAM].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DFInF9IuKmo,88,,A chance to level the game before the break.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DFInF9IuKmo,91,,It's [PLAYER] and it's 1-1.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DFInF9IuKmo,95,,"Against the run of play, [TEAM] back on level terms.","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defence."
DFInF9IuKmo,99,,[PLAYER].,The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision.
DFInF9IuKmo,107,,We're all set to go then for the second half.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
DFInF9IuKmo,112,,We're underway once again.,The linesman raises his flag as one of the players from [TEAM] is offside.
DFInF9IuKmo,128,,"[PLAYER] there backing off there, though, it came off [PLAYER].",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
DFInF9IuKmo,132,,Callejón into a great area and a tap-in from [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DFInF9IuKmo,137,,[TEAM] are in front again.,Goal! [PLAYER] ([TEAM]) is first to react to the rebound and scores with a close-range header. He makes it 2:1.
DFInF9IuKmo,142,soccer-ball,"[PLAYER], who scored the equalizer for [TEAM] when these sides last met back in the autumn, scores again today.","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
DFInF9IuKmo,150,,[PLAYER]'s freekick.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] will have a chance to score from a corner."
DFInF9IuKmo,152,,They're queuing up to attack it.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] will have a chance to score from a corner."
DFInF9IuKmo,153,,[PLAYER] was jumping.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DFInF9IuKmo,156,,It's [PLAYER].,"A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
DFInF9IuKmo,158,,"Fabián [PLAYER]z. On these counterattacks, [TEAM] have been so dangerous.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play and [TEAM] will have a goal kick."
DFInF9IuKmo,162,,Fabián [PLAYER]z has three there to his righthand side.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
DFInF9IuKmo,165,,Can he pick the right pass?,The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision.
DFInF9IuKmo,167,,"Yes, he can.","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
DFInF9IuKmo,170,,"On the breakaway, [TEAM] absolutely ruthless.","[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defence."
DFInF9IuKmo,175,,It's [PLAYER].,"[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defender. The ball is out of play. [TEAM] will have a chance to score from a corner."
DFInF9IuKmo,185,,There's still time for [TEAM].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DFInF9IuKmo,186,,"[PLAYER], good hit.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DFInF9IuKmo,188,,"Oh, and off the bar.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DFInF9IuKmo,198,corner,Callejón's corner.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DFInF9IuKmo,199,,[PLAYER] tried to attack it.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
DFInF9IuKmo,205,,Now then a chance here.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DFInF9IuKmo,207,,[PLAYER] with a save.,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
DFInF9IuKmo,208,,It's 4-1 [TEAM].,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
DFInF9IuKmo,213,,"[PLAYER], off the bench, is on target here.","[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defender."
DFInF9IuKmo,225,,An emphatic win for [TEAM].,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear sight of it.
DFInF9IuKmo,227,,They have conquered the Olimpico.,[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play and [TEAM] will have a goal kick.
DFInF9IuKmo,230,,"Ancelloti, for the first time, beats [COACH].","[COACH] is forced to make a change. [PLAYER] is unable to continue due to injury, [PLAYER] ([TEAM]) comes on."
DHMdHmy59lQ,0,,Welcome to the very warm sunshine at the Stadio Benito Stirpe in [TEAM] and [TEAM] take on [COACH]'s [TEAM].,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
DHMdHmy59lQ,24,,"Up towards [PLAYER], here's [PLAYER], yet really to make an impact for them as it's swung in towards [PLAYER].","[PLAYER] ([TEAM]) tries to find [PLAYER], but he puts too much power on the pass. The ball is off of the pitch and it's a goal kick for [TEAM]."
DHMdHmy59lQ,36,,He's got his head in his hands. Did the flag go up on the far side?,[PLAYER] ([TEAM]) fails to find any of his teammates inside the box after receiving a brilliant pass from [PLAYER]. The ball is off of the pitch and it's a goal kick for [TEAM].
DHMdHmy59lQ,45,soccer-ball,"[PLAYER], support here from [PLAYER], [PLAYER] available in the middle, [PLAYER] available behind him. He goes on his own, off the post, off the goalkeeper and a way to safety. So close from [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DHMdHmy59lQ,62,,"[PLAYER] didn't expect that, did he? He thought it was going to be laid back.",The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
DHMdHmy59lQ,66,,Wasn't the cleanest of strikes but it nearly had the desired effect.,"A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
DHMdHmy59lQ,74,,"[PLAYER], it's serviced in again from out wide and it falls for [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DHMdHmy59lQ,83,,[PLAYER] has to make the save and [PLAYER] clears it up.,"[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defender."
DHMdHmy59lQ,87,,"I keep saying it, they're getting that ball in that penalty box as quickly as they can.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but one of the defenders clears the ball to safety. [TEAM] will have a chance to score from a corner kick."
DHMdHmy59lQ,94,,"Not on the ball, just one touch, he's whipping it in.","[PLAYER] ([TEAM]) tries to find [PLAYER], but he puts too much power on the pass. The ball goes out of play and [TEAM] will have a goal kick."
DHMdHmy59lQ,96,,"He's not trying to pick anybody out, he's just put it into an area where he feels he can put that defense under pressure.",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear sight and blows his whistle.
DHMdHmy59lQ,106,,"This is [PLAYER], again, a real threat here coming from [TEAM].","[PLAYER] ([TEAM]) sends a cross into the box, but he can't find any of his teammates as the opposition's defence averts the threat. The ball goes out of play and [TEAM] will have a goal kick."
DHMdHmy59lQ,114,,[PLAYER] gives [TEAM] the lead against [TEAM].,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear sight at the whole situation.
DHMdHmy59lQ,122,,[COACH]'s worst nightmare.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy decision to make.
DHMdHmy59lQ,132,,"That's what they were complaining about, wasn't it?",The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision.
DHMdHmy59lQ,134,,You could see that they thought it was a free-kick.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play and [TEAM] will have a goal kick."
DHMdHmy59lQ,139,,"Celebrations, no. He's given the free-kick, I think.","The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
DHMdHmy59lQ,143,,"This is where the problem comes, they're asking for a foul there.",The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
DHMdHmy59lQ,154,,We're back underway.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
DHMdHmy59lQ,163,,Now Yusuf [PLAYER] asking a lot here of [PLAYER]. [PLAYER] got his heel there.,The game restarts for the second half.
DHMdHmy59lQ,173,,"Back in from [PLAYER], so nearly turned it.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DHMdHmy59lQ,177,,[PLAYER] threw himself at it.,[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play. [TEAM] will have a chance to score from a corner.
DHMdHmy59lQ,181,,"No change from the first-half, is there? Every opportunity is right, it's coming in the box there, one touch, I'm whipping this in.",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
DHMdHmy59lQ,187,,Very nearly pays off.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DHMdHmy59lQ,206,,"[PLAYER], oh, and it's touched just behind by [PLAYER], right on cue.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
DHMdHmy59lQ,221,,[TEAM] have held [TEAM] at the Stadio Benito Stirpe.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
DHMdHmy59lQ,227,,It's another point for [COACH].,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) comes onto the pitch so that [PLAYER] can be given a rest.
DrD8zlFY8Z8,0,,A very good evening to you from San Paolo in Naples.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
DrD8zlFY8Z8,4,,"For us to have any kind of competition at the top of the Serie A table in terms of the Scudetto, [TEAM] have to beat [TEAM] here tonight.",The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
DrD8zlFY8Z8,17,,[PLAYER] again.,[PLAYER] ([TEAM]) makes a strong challenge and [REFEREE] blows for a foul but it looks a bit harsh.
DrD8zlFY8Z8,21,,[PLAYER] was there.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball to safety."
DrD8zlFY8Z8,24,,Curled just wide.,"[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defender. The ball is out of play. [TEAM] will have a chance to score from a corner."
DrD8zlFY8Z8,25,,A misstep there from [PLAYER] and [PLAYER] wasn't far away.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] will have a chance to score from a corner."
DrD8zlFY8Z8,35,,That's because we have reached the 13th minute and we remember Davide Astori.,The foul by [PLAYER] ([TEAM]) is spotted by the referee and he's not happy with the challenge. [TEAM] are awarded a free kick from a promising position.
DrD8zlFY8Z8,52,,"That's a poor pass from [PLAYER]. [PLAYER], around [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
DrD8zlFY8Z8,56,,How does the referee see it?,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
