league,game,half,timestamp,type,anonymized,predicted_res_0
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,145,soccer-ball,Goal! [PLAYER] ([TEAM]) pounced on a loose ball inside the box and beats the goalkeeper with a shot inside the left post. He makes it 0:1.,[PLAYER] ([TEAM]) will take the responsibility and he is already preparing the ball.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,143,corner,[PLAYER] ([TEAM]) will deliver the corner kick.,[PLAYER] ([TEAM]) will take the responsibility and he is already preparing the ball.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,120,,"[PLAYER] ([TEAM]) delivers a fine lofted cross into the penalty area, but it's cleared by an opposing player. [TEAM] force a corner. They send men into the box.",[PLAYER] ([TEAM]) goes over to take the corner kick and he will try to find the head of one of his teammates in the box.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,88,,"[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away.","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his shot is blocked by one of his teammates. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,1,whistle,The second half has just started.,The players are back out on the pitch following the half-time break and the second half is about to start.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,0,time,There will be a minimum of 3 min. of added time.,The players are back out on the pitch following the half-time break and the second half is about to start.
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,1,2457,,"That was close by [PLAYER] ([TEAM])! He receives a pass on the edge of the box and shoots, but the ball goes inches wide of the left post.",The linesman signals that [PLAYER] ([TEAM]) was offside.
italy_serie-a_2016-2017,2016-09-11 - 16-00 AC Milan 0 - 1 Udinese,1,814,corner,[TEAM] fail to score from a corner as [PLAYER] ([TEAM]) leaps to collect the ball.,[PLAYER] ([TEAM]) was too forceful with his tackle and [REFEREE] interrupted the game to signal a free kick.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,0,time,There will be a minimum of 1 min. of added time.,The players are back out on the pitch following the half-time break and the second half is about to start.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,2656,,"[PLAYER] ([TEAM]) looks to break free, but his touch lets him down and he loses the ball.",The substitution has been made. [PLAYER] ([TEAM]) has replaced [PLAYER].
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,2605,,[PLAYER] ([TEAM]) is adjudged to have been offside when making his run.,The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,2544,,A cross into the box from [PLAYER] ([TEAM]) is cleared.,"[PLAYER] ([TEAM]) tries to find [PLAYER], but he puts too much power on the pass. The ball goes out of play and [TEAM] will have a throw-in."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,2452,,"[PLAYER] ([TEAM]) had a good opportunity when he latched on to a cross from the wing, but his header wasn't accurate at all and the ball went well wide of the right post.",The linesman raises his flag for offside before [PLAYER] ([TEAM]) heads on.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,2331,,"[PLAYER] ([TEAM]) has an effort on goal, but he misses to the right of the goal.",The game is interrupted because the linesman signals for offside and [PLAYER] ([TEAM]) doesn't need to be told twice as he is pulled the ball away.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,2203,,[PLAYER] ([TEAM]) wins the ball inside the goal area from the resulting set piece and unleashes a shot which sails high over the bar.,The [TEAM] players are exchanging some short passes to try and open up the opposition's defence and hit them swiftly on the break.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,2150,y-card,[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for his blatant foul.,The foul by [PLAYER] ([TEAM]) was seen by [REFEREE] who didn't hesitate to blow the whistle. [TEAM] have a free kick.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,2000,corner,"The resulting corner, taken by [PLAYER] ([TEAM]), comes to nothing.",[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1982,,"[PLAYER] ([TEAM]) bursts into the box and pulls the trigger, but he can't beat the goalkeeper. He directed his shot towards the right post, but one of the defenders reacted brilliantly to block it. [TEAM] force their opponents to concede a corner.",[COACH] has decided to substitute [PLAYER] ([TEAM]) and he is going off. [PLAYER] ([TEAM]) comes onto the pitch as a substitute.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1775,,A cross is clipped into the penalty area by [PLAYER] ([TEAM]) but poses no threat.,The [TEAM] players are exchanging some short passes and waiting for an opportunity to open up the opposition defence.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1663,,[PLAYER] ([TEAM]) commits a rough foul. [REFEREE] stops the game and makes a call.,[PLAYER] ([TEAM]) is offside and the linesman raises his flag.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1564,,"[PLAYER] ([TEAM]) put a cross into the box which wasn't a bad decision, but he failed to achieve what he wanted as none of his teammates managed to meet it.",[TEAM] control the tempo of the game by exchanging some accurate short passes from player to player.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1476,,Flag goes up against [PLAYER] ([TEAM]) and the referee blows his whistle for offside.,The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1411,,[PLAYER] ([TEAM]) produces a lovely ball into the penalty area but the defender manages to intercept and comfortably averts the danger.,[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for his blatant foul.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1349,,A pass from [PLAYER] ([TEAM]) is intercepted by [PLAYER] and the move breaks down.,"[REFEREE] shows the yellow card to [PLAYER] ([TEAM]), who isn't surprised as he saw it coming after his tackle."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1204,corner,"[PLAYER] ([TEAM]) launches the ball from the resulting corner, but one of the defenders is first to the ball and deals with the threat.",The [TEAM] players are exchanging some short passes to try and open up the opposition's defence and hit them swiftly on the break.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1180,,[PLAYER] ([TEAM]) tries his luck and takes a shot from inside the box. His effort on goal is blocked by a defender. The linesman makes the right call and [TEAM] will have a corner.,[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for a tough tackle.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1055,,[PLAYER] ([TEAM]) fails to pick a body out in the box with an over-hit cross to the back post.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes out of his goal to avert the danger."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,975,,"[PLAYER] ([TEAM]) receives a lofted pass from the flank and shoots from close range, but the ball flies just over the crossbar, almost brushing it.",[PLAYER] ([TEAM]) is forced to stop his attack after the referee blows for offside. [TEAM] get a free kick near the edge of the box.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,915,,The cross into the penalty area from [PLAYER] ([TEAM]) needed to be more accurate in order to create a goal-scoring opportunity for his team.,"The foul by [PLAYER] ([TEAM]) was obvious from where I was standing, and [REFEREE] didn't need much time to make a decision. He gave [PLAYER] ([TEAM]) a yellow card."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,828,corner,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,789,,"[PLAYER] ([TEAM]) flights in the cross, but the defender is alert and clears to safety. [TEAM] earn a corner.",[PLAYER] ([TEAM]) decides to take a short corner instead of crossing into the box.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,666,,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
germany_bundesliga_2015-2016,2015-11-08 - 17-30 Dortmund 3 - 2 Schalke,1,2164,,[PLAYER] ([TEAM]) makes a rough challenge and [REFEREE] blows his whistle for a foul. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.,"[PLAYER] ([TEAM]) tries his luck with a long-range shot from the edge of the box, but it goes well wide of the left post."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2860,soccer-ball,"[PLAYER] plays a neat ball into the path of [PLAYER] ([TEAM]), who makes room for a shot and fires in off the right post! 3:0.","[PLAYER] ([TEAM]) latches on to an accurate pass inside the box, but he fails to hit the target as his shot goes wide of the right post."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2631,corner,"[PLAYER] ([TEAM]) takes the corner kick and sends a lovely ball into the penalty area, but the opposition's defence is ready and knocks the ball to safety.",[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. The ball goes out for a corner. [TEAM] can continue in their attacking effort.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2614,,"[PLAYER] ([TEAM]) misses a good chance to score. An inch-perfect cross into the box finds [PLAYER] ([TEAM]) who rises for a header, but sends the ball well over the bar. Corner kick. [TEAM] will have an opportunity.",[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. The ball goes out of play and [TEAM] have been awarded a corner kick.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2585,corner,[PLAYER] ([TEAM]) launches an inaccurate corner kick into the penalty area.,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2578,,A cross from [PLAYER] ([TEAM]) fails to reach the box as the defence clears the ball away to safety. Now [TEAM] have a corner.,"[PLAYER] ([TEAM]) tries to slide the ball through to a teammate, but the opposition's defence is clever and cuts it out. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag. [TEAM] have been awarded a corner kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2430,,"[PLAYER] ([TEAM]) controls a nice low pass and shoots from just outside the box, but it's a poor effort that flies into the stands. Wasted opportunity!","[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2348,,[PLAYER] ([TEAM]) is caught offside!,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort goes just wide of the right post!"
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2291,substitution,[COACH] has decided to substitute [PLAYER] and he is replaced by [PLAYER] ([TEAM]).,"[COACH] has decided to introduce fresh legs, with [PLAYER] ([TEAM]) replacing [PLAYER]."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2268,,"[PLAYER] ([TEAM]) plays in a hopeful cross, but it doesn't find its way to any of the attacking players.",The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2101,,Flag goes up against [PLAYER] ([TEAM]) and the referee blows his whistle for offside.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1978,substitution,Substitution. [PLAYER] did his best and is replaced by [PLAYER] ([TEAM]).,"[PLAYER] ([TEAM]) slaloms his way past challenges, but an opposing player does well to get the ball away. The ball is out of play and [TEAM] will have a chance to score from a corner."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1916,,"[PLAYER] ([TEAM]) wastes a great chance from the resulting corner. He times his header superbly when he leaps high to meet a precise cross, but can't aim better than into the middle of the goal, straight into the arms of the goalkeeper.",The [TEAM] players are exchanging some short passes to try and open up the opposition's defence and hit them swiftly on the break.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1895,corner,The referee awards a corner and [PLAYER] ([TEAM]) goes over to take it.,"[PLAYER] ([TEAM]) swings in the corner, but the opposition's defence clears the ball to safety. The ball goes out of play and [TEAM] have been awarded a corner kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1873,,"[PLAYER] ([TEAM]) receives a low pass just outside the box and unleashes a fine strike towards the roof of the net. [PLAYER] pulls off a reflexive save to block his effort. Nice goalkeeping skill, indeed. [TEAM] win a corner.",[PLAYER] ([TEAM]) tries to send a pass but it's blocked. The ball goes out of play and [TEAM] have been awarded a corner kick.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1810,,"[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside.","[PLAYER] ([TEAM]) swings in the corner, but it's comfortably cleared away."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1798,,"[PLAYER] ([TEAM]) meets a delivery on the edge of the penalty area and shoots towards the top of the net. He didn't put enough power into the effort, though, and [PLAYER] produces an easy save.","[PLAYER] ([TEAM]) latches on to a precise pass inside the box, but he fires the ball into the side of the net from a promising position."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1754,,"[PLAYER] ([TEAM]) unleashed a monstrous piledriver. He controlled a pass, glanced up at goal and shot from the edge of the box. It could have been a difficult one for the keeper, but the ball fortunately hit one of the defenders and ball bounced away.","[PLAYER] ([TEAM]) swings in a cross, but the ball is cleared to safety by one of the defending players. The ball is out of play. A throw-in is given by the linesman to [TEAM]."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1618,substitution,Substitution. [PLAYER] is replaced by [PLAYER] ([TEAM]).,The foul by [PLAYER] ([TEAM]) was seen by the referee who blows the whistle for a free kick.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1588,,[PLAYER] ([TEAM]) failed to convert a mid-range free kick and sends the ball narrowly over the bar.,[PLAYER] ([TEAM]) takes the corner but it's cleared.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1475,,What a big chance! [PLAYER] ([TEAM]) picks up an inch-perfect pass inside the box and skies the ball well over the bar.,"[PLAYER] ([TEAM]) tries to be clever with a lofted long ball to the edge of the box, but the opposition's defence is alert and averts the danger. The ball is out of play and [TEAM] will take a goal kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1397,corner,"[PLAYER] ([TEAM]) whips in the corner, but one of the defending players gets a head on it and intercepts.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence quickly intercepts the ball. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1368,,[PLAYER] was forced into action to thwart [PLAYER] ([TEAM]). He found himself some space after latching on to a pass and unleashed a shot to the right post but couldn't beat the keeper.,"[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety. The ball is out of play. [TEAM] have been awarded a corner kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1315,substitution,A substitution has been made. [PLAYER] is replaced by [PLAYER] ([TEAM]).,[REFEREE] blows his whistle for a foul after [PLAYER] ([TEAM]) hacks down one of his opponents. [TEAM] get a free kick which could lead to a goal-scoring opportunity.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1294,substitution,[COACH] prepares a substitution. [PLAYER] is replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] leaves the pitch and is replaced by [PLAYER] ([TEAM]).
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1031,substitution,Here's the change. [PLAYER] leaves the pitch and [PLAYER] ([TEAM]) comes on as a substitute.,"[COACH] has decided to introduce fresh legs, with [PLAYER] ([TEAM]) replacing [PLAYER]."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,992,,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it.",The referee stops play so that a substitution can be made and [PLAYER] leaves the pitch and [PLAYER] ([TEAM]) comes on.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,780,soccer-ball,Goal! [PLAYER] ([TEAM]) fires the rebound into the bottom right corner after the ball breaks to him in the box. The score is 2:0.,[PLAYER] ([TEAM]) will take the responsibility and he is already preparing the ball.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,715,,The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision.,[PLAYER] ([TEAM]) is offside and the linesman raises his flag.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,665,,[PLAYER] ([TEAM]) fails to beat the offside trap and the linesman puts his flag up.,The linesman raises his flag for offside before [PLAYER] ([TEAM]) heads on.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,645,corner,A dangerous looking corner kick from [PLAYER] ([TEAM]) is cleared to safety by the defence.,The linesman signals that [PLAYER] ([TEAM]) is offside and the goal is not allowed.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,638,,"[PLAYER] ([TEAM]) flights in the cross, but the defender is alert and clears to safety. The ball is out of play and [TEAM] manage to earn a corner.",The linesman raises his flag for offside before [PLAYER] ([TEAM]) heads the ball away.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,564,,"[PLAYER] ([TEAM]) sends a teasing cross into the area, but [PLAYER] intercepts the ball.",The resulting corner from [PLAYER] ([TEAM]) fails to find any of his teammates in the box.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,352,,"[PLAYER] ([TEAM]) misses a good chance to score. A perfect cross into the box finds [PLAYER] ([TEAM]) who rises for a header, but he sends the ball well over the bar.","The corner kick comes in, but one of the defenders is quick enough to head the ball away. [TEAM] have a goal-scoring opportunity, but they fail to score. The ball goes out of play. [TEAM] are awarded a corner kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,261,,[PLAYER] ([TEAM]) latches on to an accurate pass into the box and immediately unleashes a low shot goalwards. His effort is well saved by the keeper.,The foul by [PLAYER] ([TEAM]) was seen by [REFEREE] [REFEREE] who didn't hesitate to blow his whistle.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,156,,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball.",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1,whistle,The game restarts for the second half.,The players are back out on the pitch following the half-time break and the second half is about to start.
england_epl_2015-2016,2015-10-03 - 19-30 Chelsea 1 - 3 Southampton,1,695,,[PLAYER] ([TEAM]) gives away a foul for a fierce tackle on an opponent. That's a free kick to [TEAM].,"[REFEREE] shows the yellow card to [PLAYER] ([TEAM]), who isn't surprised as he was probably a bit reckless."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,0,time,We will have 1 min. of added time.,The players are back out on the pitch following the half-time break and the second half is about to start.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,2502,corner,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear.","[PLAYER] ([TEAM]) swings in the corner, but [PLAYER] intercepts the ball and clears it out of danger. [TEAM] will have a chance to score from a corner kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,2475,,"[PLAYER] ([TEAM]) latches on to a sweet pass on the edge of the box and unleashes a brilliant shot towards the goal, but he hits the crossbar!",[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,2280,soccer-ball,Goal! [PLAYER] ([TEAM]) fires the rebound into the roof of the net after the ball breaks to him in the box. The score is 1:0.,[PLAYER] ([TEAM]) takes the corner which is cleared. The ball is out of play. [TEAM] are awarded a corner kick.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,2275,corner,"A horde of players are waiting inside the penalty area for a cross from the corner, but [PLAYER] ([TEAM]) takes it short.",[PLAYER] ([TEAM]) will take the corner.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,2266,,"[PLAYER] ([TEAM]) takes the free kick from the edge of the box, but the goalkeeper perfectly sets up the defensive wall and his effort is thwarted. The linesman makes the right call and [TEAM] will have a corner.",[PLAYER] ([TEAM]) takes the corner which is cleared by the opposition's defence. The ball is out of play. [TEAM] are awarded a corner kick.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,2204,,[PLAYER] ([TEAM]) carelessly slides into the feet of his opponent and he'll be lucky to avoid punishment. [REFEREE] blows for the foul but keeps his cards in his pocket on this occasion. [TEAM] are awarded a free kick from a dangerous position.,"[PLAYER] ([TEAM]) takes the resulting free kick from the edge of the box, but his shot hits the defensive wall."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,2162,,"[PLAYER] ([TEAM]) connected with a pass around the edge of the box, aimed and shot. His attempt went towards the left-hand post, but [PLAYER] was alert and the score remains the same.","[PLAYER] ([TEAM]) slaloms his way past challenges, but an opposing player does well to get the ball away."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,2003,,[PLAYER] ([TEAM]) receives a precise pass on the edge of the box and bends his effort inches wide of the left post.,[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box and unleashes a low drive towards the middle of the goal. [PLAYER] is alert and makes a comfortable save.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1870,,[PLAYER] ([TEAM]) times his run too early and the linesman raises his flag for offside.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his downed body. The referee agrees and sends him to the pitch for some treatment.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1819,,An opponent rises to his feet after being downed by [PLAYER] ([TEAM]). [REFEREE] saw the sliding tackle and blows for a foul.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) kicks an opponent's legs instead of the ball.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1719,,"[PLAYER] ([TEAM]) was in a good shooting position inside the six-yard box and produced a first-time shot towards the inside of the right post, but the goalkeeper made an astonishing save to thwart him.",[PLAYER] ([TEAM]) prepares to take a corner kick.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1606,,[PLAYER] ([TEAM]) is unable to feed a through ball into the path of his teammates. The ball goes out of play and [TEAM] will have a goal kick.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1506,,[PLAYER] ([TEAM]) latches on to an accurate pass on the edge of the box and immediately unleashes a shot which is wide of the mark.,"[PLAYER] ([TEAM]) tries his luck from the edge of the box, but sends the ball well wide of the right post."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1440,corner,The corner from [PLAYER] ([TEAM]) is hurriedly cleared.,"The corner kick from [PLAYER] ([TEAM]) is headed out of the penalty area by one of the defenders. The referee blows his whistle, [TEAM] are awarded a corner kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1432,,[PLAYER] ([TEAM]) produces a lovely ball into the penalty area but the defender manages to intercept and comfortably averts the danger. The referee signals a corner kick to [TEAM].,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1259,,"[PLAYER] ([TEAM]) serves up a nice cross, but [PLAYER] punches the ball away.",[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates inside the box. The ball is out of play and [TEAM] will have a goal kick.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1130,,[PLAYER] ([TEAM]) connects with a cross from the free kick inside the six-yard box and attempts to score with his foot. He hits one of the defenders and the ball ricochets onto the post off him.,"[PLAYER] ([TEAM]) plays a one-two with [PLAYER], but the ball ends up in the hands of [PLAYER]."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1059,,[TEAM] are awarded the free kick.,"[PLAYER] ([TEAM]) attempts to find one of his teammates with a cross from the resulting free kick, but it's cleared."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,792,,[PLAYER] ([TEAM]) is adjudged offside.,[COACH] is forced to make a change. [PLAYER] is replaced by [PLAYER] ([TEAM]).
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,761,,[PLAYER] ([TEAM]) receives a pass and unleashes a shot which goes well wide of the right post.,[PLAYER] ([TEAM]) tries his luck with a shot from the edge of the box. He sends the ball flying just wide of the left post. The ball goes out of play and [TEAM] will have a goal kick.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,748,,"[PLAYER] ([TEAM]) meets a cross inside the box, but [PLAYER] wins the battle for the ball and the chance is gone.","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal goes just wide of the right post."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,600,corner,[PLAYER] ([TEAM]) takes the corner but only sends it into a huddle of the defenders and one of them makes a good clearance.,The [TEAM] players are exchanging some short passes to try and open up the opposition's defence and hit them swiftly on the break.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,355,,The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.,[PLAYER] ([TEAM]) looks like he will be the one to try and deliver a quality ball into the penalty box from the corner kick.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2939,,"We have seen a great game today, let's hope the players will be able to maintain these high levels of play in order to keep fans entertained in future games. There wasn't any significant dominance by either side in this game. In terms of strategy, the hosts were waiting for the right moment to win the ball and launch a counter-attack. The visiting side adopted a possession style of football.",The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2935,whistle,The match has just finished.,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) comes onto the pitch so that [PLAYER] can be given a rest.
