league,game,half,timestamp,type,anonymized,predicted_res_0
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,774,,"[PLAYER] ([TEAM]) flights in the cross, but the defender is alert and clears to safety. [TEAM] earn a corner.","[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a cross from the edge of the box, but the opposition's defence intercepts the effort. The referee and his assistant both point to the corner flag. It's a corner to [TEAM]."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,650,,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball.","[PLAYER] ([TEAM]) sends a cross into the box, but it's far too close to [PLAYER], who smothered the ball."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2830,soccer-ball,"[PLAYER] plays a neat ball into the path of [PLAYER] ([TEAM]), who makes room for a shot and fires in off the right post! 3:0.","It's in the back of the net! Superb finish from [PLAYER] ([TEAM]). [PLAYER] played a great pass into the box, and [PLAYER] ([TEAM]) got on the end of it to fire a close-range shot into the back of the net. 1:0."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2631,corner,"[PLAYER] ([TEAM]) takes the corner kick and sends a lovely ball into the penalty area, but the opposition's defence is ready and knocks the ball to safety.",[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. The ball goes out for a corner. [TEAM] can continue in their attacking effort.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2603,,"[PLAYER] ([TEAM]) misses a good chance to score. An inch-perfect cross into the box finds [PLAYER] ([TEAM]) who rises for a header, but sends the ball well over the bar. Corner kick. [TEAM] will have an opportunity.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence averts the threat. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2592,corner,[PLAYER] ([TEAM]) launches an inaccurate corner kick into the penalty area.,[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2566,,A cross from [PLAYER] ([TEAM]) fails to reach the box as the defence clears the ball away to safety. Now [TEAM] have a corner.,"[PLAYER] ([TEAM]) takes the corner kick, but the opposition's defence is ready and clears the ball to safety. The referee and one of his assistants signal for a corner kick. [TEAM] win a corner kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2419,,"[PLAYER] ([TEAM]) controls a nice low pass and shoots from just outside the box, but it's a poor effort that flies into the stands. Wasted opportunity!",A cross into the box from [PLAYER] ([TEAM]) is intercepted by the goalkeeper. [TEAM] have a goal-scoring opportunity. The ball is off of the pitch and it's a goal kick for [TEAM].
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2333,,[PLAYER] ([TEAM]) is caught offside!,[PLAYER] ([TEAM]) receives a precise pass and finds himself in a good position to create chaos inside the box. He takes a shot which goes just wide of the left post. The ball is off of the pitch and it's a goal kick for [TEAM].
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2285,substitution,[COACH] has decided to substitute [PLAYER] and he is replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,2256,,"[PLAYER] ([TEAM]) plays in a hopeful cross, but it doesn't find its way to any of the attacking players.","[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a cross from the side box, but it's too high. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1953,substitution,Substitution. [PLAYER] did his best and is replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1889,,"[PLAYER] ([TEAM]) wastes a great chance from the resulting corner. He times his header superbly when he leaps high to meet a precise cross, but can't aim better than into the middle of the goal, straight into the arms of the goalkeeper.",The resulting corner from [PLAYER] ([TEAM]) is cleared by the opposition's defence.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1885,corner,The referee awards a corner and [PLAYER] ([TEAM]) goes over to take it.,"[PLAYER] ([TEAM]) swings in the corner, but it's comfortably cleared away."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1861,,"[PLAYER] ([TEAM]) receives a low pass just outside the box and unleashes a fine strike towards the roof of the net. [PLAYER] pulls off a reflexive save to block his effort. Nice goalkeeping skill, indeed. [TEAM] win a corner.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence gets it clear. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1803,,"[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside.",The game is interrupted as [PLAYER] ([TEAM]) is flagged for offside. [TEAM] will take a corner kick.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1792,,"[PLAYER] ([TEAM]) meets a delivery on the edge of the penalty area and shoots towards the top of the net. He didn't put enough power into the effort, though, and [PLAYER] produces an easy save.","[PLAYER] ([TEAM]) shoots from the edge of the box, but his shot goes just wide of the left post. The ball is off of the pitch and it's a goal kick for [TEAM]."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1740,,"[PLAYER] ([TEAM]) unleashed a monstrous piledriver. He controlled a pass, glanced up at goal and shot from the edge of the box. It could have been a difficult one for the keeper, but the ball fortunately hit one of the defenders and ball bounced away.","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opposition's defence deals with his cross comfortably and intercepts it."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1600,substitution,Substitution. [PLAYER] is replaced by [PLAYER] ([TEAM]).,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1569,,[PLAYER] ([TEAM]) failed to convert a mid-range free kick and sends the ball narrowly over the bar.,"[PLAYER] ([TEAM]) stands over the free kick and opts to shoot directly at goal, but his effort flies well wide of the left post. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1463,,What a big chance! [PLAYER] ([TEAM]) picks up an inch-perfect pass inside the box and skies the ball well over the bar.,"[PLAYER] ([TEAM]) receives a precise pass and finds himself in a good position to create some chaos inside the box. He makes a step back to shoot, but his effort goes just wide of the right post. The ball is off of the pitch and it's a goal kick for [TEAM]."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1390,corner,"[PLAYER] ([TEAM]) whips in the corner, but one of the defending players gets a head on it and intercepts.","[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1355,,[PLAYER] was forced into action to thwart [PLAYER] ([TEAM]). He found himself some space after latching on to a pass and unleashed a shot to the right post but couldn't beat the keeper.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence quickly intercepts his attempt. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1285,substitution,A substitution has been made. [PLAYER] is replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] trots off the pitch and is replaced by [PLAYER] ([TEAM]).
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1275,substitution,[COACH] prepares a substitution. [PLAYER] is replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,999,substitution,Here's the change. [PLAYER] leaves the pitch and [PLAYER] ([TEAM]) comes on as a substitute.,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,980,,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it.",[REFEREE] blows his whistle and it's [PLAYER] ([TEAM]) who is penalised for an offside.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,737,soccer-ball,Goal! [PLAYER] ([TEAM]) fires the rebound into the bottom right corner after the ball breaks to him in the box. The score is 2:0.,"It's in the back of the net! [PLAYER] ([TEAM]) gets on the end of a perfect pass inside the box from [PLAYER], and he slots the ball into the back of the net. 1:0."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,707,,The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision.,The linesman raises his flag for offside before [PLAYER] ([TEAM]) scores.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,620,,[PLAYER] ([TEAM]) fails to beat the offside trap and the linesman puts his flag up.,[PLAYER] ([TEAM]) takes the corner which is cleared by the opposition's defence. [TEAM] force a corner.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,610,corner,A dangerous looking corner kick from [PLAYER] ([TEAM]) is cleared to safety by the defence.,"[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. [TEAM] have a chance, but they are unable to score. The ball goes out of play. [TEAM] are awarded a corner kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,596,,"[PLAYER] ([TEAM]) flights in the cross, but the defender is alert and clears to safety. The ball is out of play and [TEAM] manage to earn a corner.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,549,,"[PLAYER] ([TEAM]) sends a teasing cross into the area, but [PLAYER] intercepts the ball.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] intercepts the ball."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,350,,"[PLAYER] ([TEAM]) misses a good chance to score. A perfect cross into the box finds [PLAYER] ([TEAM]) who rises for a header, but he sends the ball well over the bar.",[PLAYER] ([TEAM]) tries to send a pass but it's blocked. The ball goes out of play and [TEAM] will have a goal kick.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,231,,[PLAYER] ([TEAM]) latches on to an accurate pass into the box and immediately unleashes a low shot goalwards. His effort is well saved by the keeper.,"[PLAYER] pulls off a great save to deny [PLAYER] ([TEAM]), who makes himself some space inside the box and unleashes a quick low drive towards the middle of the goal."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,145,,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball.","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,1,whistle,The game restarts for the second half.,The players are back out on the pitch following the half-time break and the second half is about to start.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,2,0,time,We will have 1 min. of added time.,The players are back out on the pitch following the half-time break and the second half is about to start.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,2495,corner,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear.","[PLAYER] ([TEAM]) takes the corner kick and sends a lovely ball into the penalty area, but the opposition's defence is ready and knocks the ball to safety."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,2458,,"[PLAYER] ([TEAM]) latches on to a sweet pass on the edge of the box and unleashes a brilliant shot towards the goal, but he hits the crossbar!","[PLAYER] ([TEAM]) receives a pass and decides to loft the ball into the goal, but his effort from the edge of the box goes high over the crossbar."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,2269,soccer-ball,Goal! [PLAYER] ([TEAM]) fires the rebound into the roof of the net after the ball breaks to him in the box. The score is 1:0.,[PLAYER] ([TEAM]) gets to the edge of the box and unleashes a shot which is blocked by one of the defending players. The ball goes out of play. [TEAM] are awarded a corner kick.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,2264,corner,"A horde of players are waiting inside the penalty area for a cross from the corner, but [PLAYER] ([TEAM]) takes it short.",[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he will swing the ball into the penalty area.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,2239,,"[PLAYER] ([TEAM]) takes the free kick from the edge of the box, but the goalkeeper perfectly sets up the defensive wall and his effort is thwarted. The linesman makes the right call and [TEAM] will have a corner.","The free kick is taken by [PLAYER] ([TEAM]), but his effort from the edge of the box goes well wide of the left post. The ball goes out of play. [TEAM] will have a goal scoring opportunity from the resulting corner kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,2176,,[PLAYER] ([TEAM]) carelessly slides into the feet of his opponent and he'll be lucky to avoid punishment. [REFEREE] blows for the foul but keeps his cards in his pocket on this occasion. [TEAM] are awarded a free kick from a dangerous position.,[PLAYER] ([TEAM]) is penalised for holding. [REFEREE] signals a set piece. A promising chance to create chaos in the box for [TEAM].
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,2129,,"[PLAYER] ([TEAM]) connected with a pass around the edge of the box, aimed and shot. His attempt went towards the left-hand post, but [PLAYER] was alert and the score remains the same.",[PLAYER] ([TEAM]) latches on to a precise low pass on the edge of the box and unleashes a shot which goes just wide of the left post.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1988,,[PLAYER] ([TEAM]) receives a precise pass on the edge of the box and bends his effort inches wide of the left post.,[PLAYER] ([TEAM]) receives a precise pass inside the box and unleashes a shot which goes just wide of the left post. The ball is off of the pitch and it's a goal kick for [TEAM].
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1799,,An opponent rises to his feet after being downed by [PLAYER] ([TEAM]). [REFEREE] saw the sliding tackle and blows for a foul.,[REFEREE] blows his whistle for a foul after [PLAYER] ([TEAM]) was too aggressive in the battle for the ball.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1703,,"[PLAYER] ([TEAM]) was in a good shooting position inside the six-yard box and produced a first-time shot towards the inside of the right post, but the goalkeeper made an astonishing save to thwart him.","[PLAYER] ([TEAM]) sends a lofted cross into the box, but the opposition's defence deals with this danger by intercepting the ball. [TEAM] will have a chance to score from a corner kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1592,,[PLAYER] ([TEAM]) is unable to feed a through ball into the path of his teammates. The ball goes out of play and [TEAM] will have a goal kick.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1487,,[PLAYER] ([TEAM]) latches on to an accurate pass on the edge of the box and immediately unleashes a shot which is wide of the mark.,[PLAYER] ([TEAM]) attempts to find the head of a teammate in the box but overhits the cross. The ball goes out of play and [TEAM] will have a goal kick.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1440,corner,The corner from [PLAYER] ([TEAM]) is hurriedly cleared.,"The corner kick from [PLAYER] ([TEAM]) is headed out of the penalty area by one of the defenders. The referee blows his whistle, [TEAM] are awarded a corner kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1400,,[PLAYER] ([TEAM]) produces a lovely ball into the penalty area but the defender manages to intercept and comfortably averts the danger. The referee signals a corner kick to [TEAM].,"[PLAYER] ([TEAM]) tries his luck in on goal from the edge of the box, but sends the ball well over the crossbar. The ball goes out of play. [TEAM] are awarded a corner kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1241,,"[PLAYER] ([TEAM]) serves up a nice cross, but [PLAYER] punches the ball away.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes out of his goal to claim the ball."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1058,,[PLAYER] ([TEAM]) connects with a cross from the free kick inside the six-yard box and attempts to score with his foot. He hits one of the defenders and the ball ricochets onto the post off him.,"[PLAYER] ([TEAM]) tries to curl the ball over the wall from the free kick, but it ends up in the hands of [PLAYER]."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,1012,,[TEAM] are awarded the free kick.,[PLAYER] ([TEAM]) is penalised after knocking an opponent down. [REFEREE] signals a free kick to [TEAM].
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,785,,[PLAYER] ([TEAM]) is adjudged offside.,"[PLAYER] ([TEAM]) attempts to find his teammate with a cross from the side box, but puts too much pace on the ball. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,758,,[PLAYER] ([TEAM]) receives a pass and unleashes a shot which goes well wide of the right post.,The ball goes out of play and [PLAYER] ([TEAM]) is penalised for offside. [TEAM] have been awarded a corner kick.
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,740,,"[PLAYER] ([TEAM]) meets a cross inside the box, but [PLAYER] wins the battle for the ball and the chance is gone.","[PLAYER] ([TEAM]) gets on the end of a pass on the edge of the box and fires a shot towards the middle of the goal, but [PLAYER] is alert and makes a great save!"
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,583,corner,[PLAYER] ([TEAM]) takes the corner but only sends it into a huddle of the defenders and one of them makes a good clearance.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball to safety. The ball goes out of play. [TEAM] are awarded a corner kick."
england_epl_2016-2017,2017-05-06 - 17-00 Leicester 3 - 0 Watford,1,338,,The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence manages to clear. The ball goes out of play. [TEAM] are awarded a corner kick."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2862,penalty,[PLAYER] ([TEAM]) brings his opponent down. [REFEREE] has a clear sight of it and blows his whistle for a foul. PENALTY to [TEAM]! Great chance to score.,"[PLAYER] ([TEAM]) sends a pass into the box, but one of the defenders is alert and averts the danger. The ball is out of play and [TEAM] will have a goal kick."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2811,,[TEAM] are showcasing great team work and neat passing moves.,"[PLAYER] ([TEAM]) attempts to find one of his teammates with a pass, but it's too long. The ball goes out of play and [TEAM] will have a chance to catch their breath."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2696,,[PLAYER] ([TEAM]) fails to beat the offside trap and the linesman puts his flag up.,[PLAYER] ([TEAM]) is forced to stop his attacking move after the linesman signals for offside.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2658,y-card,[PLAYER] ([TEAM]) picks up a yellow card for a foul.,This yellow card was deserved. The tackle by [PLAYER] ([TEAM]) was quite harsh and [REFEREE] didn't hesitate to show him a yellow card.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2569,y-card,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2541,corner,[PLAYER] ([TEAM]) rolls the ball short to a teammate from the corner instead of sending a cross into the box.,[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. The ball goes out for a corner. [TEAM] can continue in their attacking effort.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2521,,[PLAYER] ([TEAM]) sends a lofted cross into the box which is headed clear. The ball is out of play and [TEAM] manage to earn a corner.,"[PLAYER] ([TEAM]) takes the corner kick and sends the ball into the penalty area, but the opposition's defence is ready and cuts it out."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2454,,[REFEREE] blows his whistle and it's [PLAYER] ([TEAM]) who is penalised for an offensive foul. Good decision by the referee.,"[PLAYER] ([TEAM]) takes the corner from the right flank, but the opposition's defence clears the ball to safety."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2427,,[TEAM] are dominating the game at the moment by exchanging a combination of one or two touch passes. Great harmony between the players.,[TEAM] keep possession of the ball by producing short passes and one-two passes from player to player.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2330,,"[PLAYER] ([TEAM]) collects a pass and finds himself in a good position to strike from the edge of the box, but his attempt is blocked.","[PLAYER] ([TEAM]) sends a cross into the box, but one of the defenders steps in and clears."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2270,,[PLAYER] ([TEAM]) feels very aggrieved after the referee stops play for a foul that he commits while in possession of the ball.,[PLAYER] ([TEAM]) is offside and the linesman raises his flag.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2243,,"Good clearance! [PLAYER] ([TEAM]) received a low pass, but he didn't have time to do anything as one of the defenders quickly stole the ball off him.",[PLAYER] ([TEAM]) commits a rough challenge and [REFEREE] blows his whistle for a foul.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2201,,[REFEREE] blows his whistle as [PLAYER] ([TEAM]) used excessive force in the tackle during an attack.,[PLAYER] ([TEAM]) is penalised after he felled an opponent and [REFEREE] blows his whistle for a foul.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2080,substitution,The referee stops play so that a substitution can be made and [PLAYER] trots off the pitch and is replaced by [PLAYER] ([TEAM]).,[COACH] has decided to substitute [PLAYER] and he is replaced by [PLAYER] ([TEAM]).
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2050,,[PLAYER] ([TEAM]) commits a foul after unfairly battling his opponent for the ball.,[COACH] has decided to substitute [PLAYER] and he is replaced by [PLAYER] ([TEAM]).
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2027,,[PLAYER] ([TEAM]) fails to deliver a decent free kick and the ball goes out of play.,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area, but it's cleared out by one of the defending players. The ball is out of play. [TEAM] will have a chance to score from a corner kick."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1998,,[PLAYER] ([TEAM]) makes a harsh challenge and [REFEREE] calls for a foul. A free kick to [TEAM].,[PLAYER] ([TEAM]) was trying to get to the ball but clattered into the legs of the opponent as well. [REFEREE] blows his whistle for an infringement. [TEAM] will take a free kick near the side line.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1959,corner,[PLAYER] ([TEAM]) decides to take a short corner instead of crossing into the box.,"[PLAYER] ([TEAM]) tries to send a pass but it's blocked. The ball goes out for a corner. [TEAM] can continue to attack with the ball, which is near the second row."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1936,substitution,We are about to witness a substitution. [PLAYER] ([TEAM]) is replacing [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1912,,"[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defender. [TEAM] will take a corner kick.",The corner kick from [PLAYER] ([TEAM]) is handled by one of the defending players. [TEAM] are awarded a free kick after the referee blows for a foul by one of the defending players.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1899,attendance,The attendance for today's match is 45081.,[PLAYER] ([TEAM]) tries his luck with a shot from the edge of the box. His effort goes just wide of the left post. The ball is off of the pitch and it's a goal kick for [TEAM].
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1754,substitution,[PLAYER] is not able to continue due to his injury and will be replaced by [PLAYER] ([TEAM]).,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1692,yr-card,"[PLAYER] ([TEAM]) should have been more careful. He commits a bad foul, receives his second yellow card and is sent-off!",[PLAYER] ([TEAM]) sees a yellow card from [REFEREE] after he sent one of the opposing players to the ground.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1653,,The [TEAM] players are displaying brilliant short passes and great ball movement. They are waiting to open the opposition's defence and hit them swiftly on the break.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1552,substitution,"Substitution. [PLAYER] ([TEAM]) in, [PLAYER] out.",The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1522,,[REFEREE] blows his whistle. [PLAYER] ([TEAM]) commits a foul after dangerous play.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1496,,"Flag up against [PLAYER] ([TEAM]). He had space to move into behind the defence, but he went too soon.","[PLAYER] ([TEAM]) fires in from the edge of the box, but his effort flies just wide of the right post. The ball is off of the pitch and it's a goal kick for [TEAM]."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1403,soccer-ball,"Goal! [PLAYER] puts the ball on a plate for [PLAYER] ([TEAM]), who scores with a simple close-range finish. It's 1:2.","Goal - 0:1! [PLAYER] laid the ball off to [PLAYER] ([TEAM]), who slots it into the back of the net from close range, leaving the goalkeeper helpless."
